,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
1250,87,72,56,55,49,43,86,54,21,29.83,10,10,10,12,5,19
1251,94,78,62,70,60,52,76,55,34,29.72,10,10,10,17,7,29
1252,92,84,75,75,72,70,87,70,52,29.81,10,10,7,13,6,24
1253,97,87,76,76,74,72,94,71,48,29.85,10,6,2,15,7,23
1254,94,80,66,73,71,62,93,73,52,29.87,10,9,2,18,4,34
1255,88,78,68,69,67,64,93,70,46,30,10,10,10,8,2,11
1256,88,78,68,68,66,63,90,68,45,30.02,10,10,10,8,2,14
1257,85,77,68,70,68,62,97,74,51,30.01,10,10,9,17,2,26
1258,89,78,67,71,68,65,97,75,53,29.95,10,10,9,10,4,16
1259,92,83,74,72,71,66,93,70,47,29.92,10,10,10,12,5,16
1260,92,82,71,73,71,65,94,69,44,29.9,10,10,2,12,4,20
1261,91,80,68,71,69,66,100,76,52,29.83,10,9,2,12,1,24
1262,90,78,66,70,68,65,100,72,44,29.74,10,9,0,25,3,41
1263,92,81,70,70,66,60,97,67,36,29.82,10,10,10,14,5,25
1264,95,83,70,68,62,54,84,55,26,29.9,10,10,10,9,3,17
1265,93,83,73,68,66,64,79,60,41,29.9,10,10,10,9,4,14
1266,90,82,74,71,69,65,87,69,50,29.87,10,10,10,13,6,20
1267,93,82,70,69,65,59,84,62,40,29.86,10,10,10,14,6,21
1268,93,83,73,70,68,62,87,62,36,29.9,10,10,10,13,7,21
1269,94,85,75,72,68,62,87,62,36,29.89,10,10,2,15,7,22
1270,98,87,76,73,71,68,88,63,38,29.87,10,10,10,18,7,27
1271,96,87,78,74,71,67,85,63,41,29.9,10,10,7,14,8,23
1272,99,88,76,74,71,67,94,65,35,29.92,10,10,10,13,7,20
1273,98,88,77,73,70,66,82,60,38,29.82,10,10,10,16,7,29
1274,101,89,77,75,72,68,85,61,36,29.73,10,10,10,15,8,28
1275,100,89,78,74,71,67,85,60,35,29.75,10,10,10,13,7,23
1276,92,84,76,74,72,68,94,72,49,29.92,10,10,2,13,4,19
1277,98,87,76,72,69,66,82,60,38,29.92,10,10,10,10,5,17
1278,97,86,75,72,64,53,82,54,26,29.79,10,10,10,14,6,22
1279,99,88,76,72,67,64,74,54,33,29.67,10,10,10,10,5,17
1280,104,91,78,75,72,68,91,63,35,29.76,10,10,8,14,7,22
1281,85,79,72,76,71,66,85,70,55,30.02,10,8,1,13,5,23
1282,90,83,75,74,71,67,87,67,47,30.11,10,10,7,13,5,19
1283,91,82,72,74,72,67,100,74,47,30.08,10,8,1,15,2,22
1284,91,81,71,74,72,67,100,75,50,30,10,7,2,20,3,30
1285,92,82,71,72,70,67,93,70,47,29.91,10,10,10,10,4,18
1286,99,87,75,75,73,70,94,68,42,29.85,10,10,10,13,6,23
1287,98,89,79,75,73,70,85,64,42,29.88,10,10,10,16,8,27
1288,98,89,79,76,72,66,85,62,38,30.02,10,9,6,15,7,24
1289,100,89,78,75,72,66,91,63,35,30.06,10,10,8,14,6,25
1290,99,88,76,74,71,67,88,62,35,30,10,10,10,13,7,26
1291,101,90,78,74,72,66,85,60,35,29.97,10,10,10,13,7,28
1292,99,89,78,74,70,60,85,58,31,30.01,10,10,10,13,6,19
1293,100,89,77,74,71,63,88,60,31,30.06,10,10,10,12,4,20
1294,99,87,75,74,71,65,88,61,33,30.05,10,10,10,15,3,27
1295,100,88,75,71,67,62,87,59,31,30.02,10,10,10,9,3,17
1296,101,89,77,71,67,60,82,56,29,29.99,10,10,10,12,4,19
1297,100,88,76,72,65,58,87,57,26,29.95,10,10,10,12,5,20
1298,101,89,77,73,69,58,88,58,27,29.96,10,10,10,14,7,22
1299,101,89,77,73,70,59,88,59,29,29.99,10,10,10,13,6,20
1300,102,90,77,74,70,63,88,59,29,30.06,10,10,10,10,3,19
1301,101,89,77,74,69,61,88,58,27,30.07,10,10,10,15,4,22
1302,103,87,71,73,70,63,100,65,29,30.01,10,9,2,23,3,35
1303,99,84,68,71,69,65,100,67,33,29.93,10,9,6,12,3,24
1304,98,88,77,75,71,66,88,63,38,29.9,10,10,10,16,3,23
1305,100,88,76,74,70,65,88,61,33,29.98,10,10,10,14,5,20
1306,101,89,77,74,70,63,88,60,31,30.07,10,10,10,18,5,29
1307,103,90,77,75,69,61,85,56,27,30.03,10,10,10,14,5,22
1308,104,91,77,74,68,61,85,56,27,29.95,10,10,10,14,5,24
1309,103,90,77,74,68,61,88,58,27,29.9,10,10,10,13,6,22
1310,103,90,77,74,71,66,85,58,31,29.88,10,10,2,13,4,24
1311,102,89,76,75,71,56,91,60,29,29.95,10,10,9,13,3,19
1312,103,91,78,75,71,63,91,61,31,30.03,10,10,9,15,7,24
1313,103,91,78,75,70,61,91,58,25,30.03,10,10,10,15,6,27
1314,103,89,75,71,67,61,82,54,25,29.97,10,10,10,12,5,21
1315,105,91,76,71,64,55,87,54,20,29.9,10,10,10,14,5,20
1316,107,92,77,72,64,55,82,51,19,29.86,10,10,10,12,4,17
1317,106,93,79,70,68,63,69,48,27,29.91,10,10,10,13,4,20
1318,99,88,77,66,61,54,64,43,22,29.97,10,10,10,12,4,20
